1036;403;2010-12-30 19:39:03;6;DERECHO;2010-12-30 19:46:03;3;RETIRO;7
2722;443;2010-12-30 19:34:16;5;ADUANA;2010-12-30 19:47:03;3;RETIRO;13
1585;393;2010-12-30 19:10:21;7;PLAZA ROMA;2010-12-30 19:17:44;3;RETIRO;7
